date,time,Temperature,Humidity,WindDir,WindSpe
2023-02-15,07:00:00,23.25,93.0,196.0,0.299
2023-02-15,08:00:00,23.5,93.35,167.0,0.383
2023-02-15,09:00:00,23.65,93.1,238.5,0.837
2023-02-15,10:00:00,24.15,91.15,233.0,1.065
2023-02-15,11:00:00,24.35,88.7,221.5,2.215
2023-02-15,12:00:00,24.8,87.15,216.5,1.845
2023-02-15,13:00:00,25.700000000000003,83.4,233.0,1.5699999999999998
2023-02-15,14:00:00,26.75,79.44999999999999,238.5,1.4500000000000002
2023-02-15,15:00:00,28.35,74.85,229.5,1.11
2023-02-15,16:00:00,29.25,72.65,228.5,1.65
2023-02-15,17:00:00,28.65,73.1,174.5,1.29
2023-02-16,06:00:00,23.6,92.65,181.5,1.82
2023-02-16,07:00:00,23.5,89.80000000000001,200.5,1.82
2023-02-16,08:00:00,23.6,89.75,177.0,0.9255
2023-02-16,09:00:00,24.35,89.9,185.5,1.395
2023-02-16,10:00:00,25.95,83.85,176.5,1.081
2023-02-16,11:00:00,27.0,79.85,219.5,0.868
2023-02-16,12:00:00,28.1,74.3,249.0,1.28
2023-02-16,13:00:00,29.6,66.25,226.5,1.72
2023-02-16,14:00:00,30.2,62.5,259.0,1.78
2023-02-16,15:00:00,30.85,62.7,243.5,2.25
2023-02-16,16:00:00,31.1,63.75,248.0,2.085
2023-02-16,17:00:00,29.7,69.1,228.0,1.835
2023-02-17,06:00:00,25.200000000000003,82.75,198.5,0.655
2023-02-17,07:00:00,25.4,82.15,231.5,0.5934999999999999
2023-02-17,08:00:00,25.75,82.65,187.0,0.4145
2023-02-17,09:00:00,26.6,80.3,206.0,0.596
2023-02-17,10:00:00,28.0,75.19999999999999,174.0,1.205
2023-02-17,11:00:00,29.0,70.8,216.5,1.155
2023-02-17,12:00:00,28.9,69.1,214.0,1.33
2023-02-17,13:00:00,29.1,68.75,189.0,0.8160000000000001
2023-02-17,14:00:00,30.35,66.1,134.5,0.883
2023-02-17,15:00:00,30.450000000000003,65.65,178.0,0.895
2023-02-17,16:00:00,30.2,67.6,182.5,1.25
2023-02-17,17:00:00,29.85,68.65,211.0,0.9415
2023-02-18,06:00:00,25.65,83.95,265.0,1.0539999999999998
2023-02-18,07:00:00,25.35,85.0,250.0,0.747
2023-02-18,08:00:00,25.85,84.75,167.5,0.8009999999999999
2023-02-18,09:00:00,27.6,78.80000000000001,145.0,0.8445
2023-02-18,10:00:00,26.95,80.8,173.5,1.36
2023-02-18,11:00:00,28.35,76.95,142.0,1.36
2023-02-18,12:00:00,28.7,75.0,132.0,0.857
2023-02-18,13:00:00,28.65,75.3,116.5,1.002
2023-02-18,14:00:00,26.3,83.44999999999999,146.5,1.2585
2023-02-18,15:00:00,24.15,93.0,263.0,1.295
2023-02-18,16:00:00,23.700000000000003,96.05,261.0,1.765
2023-02-18,17:00:00,23.5,96.95,181.0,1.465
2023-02-19,06:00:00,23.7,93.65,197.0,0.3725
2023-02-19,07:00:00,23.55,94.05,183.5,0.4545
2023-02-19,08:00:00,24.05,94.45,180.5,0.655
2023-02-19,09:00:00,24.95,92.35,129.5,1.0045
2023-02-19,10:00:00,26.45,86.1,170.5,0.8574999999999999
2023-02-19,11:00:00,28.25,77.8,166.0,0.9415
2023-02-19,12:00:00,29.4,72.5,145.0,0.774
2023-02-19,13:00:00,29.25,73.1,151.0,0.748
2023-02-19,14:00:00,30.1,71.5,153.0,0.877
2023-02-19,15:00:00,30.3,67.4,243.0,1.485
2023-02-19,16:00:00,29.65,71.19999999999999,235.5,1.3
2023-02-19,17:00:00,29.700000000000003,72.0,221.5,1.65
2023-02-20,06:00:00,23.2,93.9,185.0,0.3855
2023-02-20,07:00:00,23.25,94.2,183.5,0.47
2023-02-20,08:00:00,23.45,94.5,110.35,0.265
2023-02-20,09:00:00,23.85,94.3,120.0,0.5125
2023-02-20,10:00:00,24.65,91.15,94.6,0.784
2023-02-20,11:00:00,24.8,89.25,124.5,0.8160000000000001
2023-02-20,12:00:00,26.1,84.0,143.5,1.26
2023-02-20,13:00:00,27.1,80.35,144.0,1.545
2023-02-20,14:00:00,27.15,79.65,122.0,1.375
2023-02-20,15:00:00,26.65,81.55,221.5,0.9765
2023-02-20,16:00:00,24.6,91.75,157.0,0.982
2023-02-20,17:00:00,24.4,94.05,150.5,0.3835
2023-02-21,06:00:00,23.25,96.3,175.0,0.556
2023-02-21,07:00:00,22.7,96.0,194.0,0.4925
2023-02-21,08:00:00,22.7,96.25,158.0,0.789
2023-02-21,09:00:00,22.75,96.45,163.5,0.4554999999999999
2023-02-21,10:00:00,22.8,96.5,219.5,0.775
2023-02-21,11:00:00,23.700000000000003,95.4,186.0,0.7215
2023-02-21,12:00:00,24.8,89.19999999999999,209.5,0.8175
2023-02-21,13:00:00,26.3,83.6,248.5,1.575
2023-02-21,14:00:00,26.95,80.65,260.0,2.115
2023-02-21,15:00:00,28.5,74.3,239.5,1.385
2023-02-21,16:00:00,29.5,71.0,266.0,1.425
2023-02-21,17:00:00,29.45,70.6,265.0,1.3450000000000002
2023-02-22,06:00:00,23.35,95.4,158.0,0.378
2023-02-22,07:00:00,23.35,95.55,180.5,0.427
2023-02-22,08:00:00,23.6,95.5,186.5,0.72
2023-02-22,09:00:00,23.9,94.65,186.5,0.494
2023-02-22,10:00:00,24.85,91.65,200.5,1.17
2023-02-22,11:00:00,26.950000000000003,83.2,176.5,1.64
2023-02-22,12:00:00,29.1,76.7,116.5,1.095
2023-02-22,13:00:00,29.6,73.85,188.0,1.0750000000000002
2023-02-22,14:00:00,31.15,68.35,180.0,0.8985
2023-02-22,15:00:00,31.85,63.15,214.0,1.185
2023-02-22,16:00:00,31.25,65.1,185.0,1.1545
2023-02-22,17:00:00,29.2,73.15,147.5,1.2000000000000002
2023-02-23,06:00:00,23.65,91.65,218.0,0.6065
2023-02-23,07:00:00,23.65,90.4,214.0,0.398
2023-02-23,08:00:00,24.55,87.75,230.0,0.7925
2023-02-23,09:00:00,26.05,83.94999999999999,146.5,0.6935
2023-02-23,10:00:00,26.7,81.6,195.0,0.58
2023-02-23,11:00:00,27.6,79.05,216.0,1.013
2023-02-23,12:00:00,29.0,74.94999999999999,180.0,0.9945
2023-02-23,13:00:00,30.3,70.7,172.0,0.8089999999999999
2023-02-23,14:00:00,30.6,71.6,132.0,0.845
2023-02-23,15:00:00,30.6,71.2,140.0,0.8855
2023-02-23,16:00:00,28.950000000000003,76.30000000000001,193.0,0.8275
2023-02-23,17:00:00,25.15,91.2,236.5,1.545
2023-02-24,06:00:00,23.9,95.5,214.0,0.4365
2023-02-24,07:00:00,23.95,95.65,217.5,0.4715
2023-02-24,08:00:00,24.65,94.3,129.5,0.392
2023-02-24,09:00:00,25.9,87.75,129.0,0.436
2023-02-24,10:00:00,26.9,83.05,143.5,0.7635
2023-02-24,11:00:00,27.15,81.3,140.5,0.802
2023-02-24,12:00:00,28.700000000000003,76.7,146.0,1.15
2023-02-24,13:00:00,29.7,73.69999999999999,171.5,1.235
2023-02-24,14:00:00,30.0,73.45,123.5,0.705
2023-02-24,15:00:00,31.15,68.45,147.0,1.1
2023-02-24,16:00:00,32.150000000000006,65.15,178.0,0.893
2023-02-24,17:00:00,28.6,76.15,222.0,2.46
2023-02-25,06:00:00,23.0,96.3,137.5,0.6174999999999999
2023-02-25,07:00:00,23.3,96.55,145.0,0.4945
2023-02-25,08:00:00,23.6,96.45,155.0,0.749
2023-02-25,09:00:00,23.35,95.9,244.0,1.14
2023-02-25,10:00:00,23.5,95.2,174.0,1.26
2023-02-25,11:00:00,24.6,91.35,119.0,1.13
2023-02-25,12:00:00,25.950000000000003,84.45,192.5,0.932
2023-02-25,13:00:00,26.15,82.9,126.0,0.7665
2023-02-25,14:00:00,26.55,81.94999999999999,184.0,0.7845
2023-02-25,15:00:00,27.3,79.0,168.5,0.969
2023-02-25,16:00:00,26.8,80.65,229.5,1.54
2023-02-25,17:00:00,26.1,82.1,237.5,1.54
2023-02-26,06:00:00,24.85,89.95,243.0,0.7125
2023-02-26,07:00:00,24.85,90.15,216.5,0.2535
2023-02-26,08:00:00,24.85,89.25,183.5,0.7295
2023-02-26,09:00:00,26.200000000000003,82.45,192.0,0.9645
2023-02-26,10:00:00,27.85,77.44999999999999,185.5,1.0235
2023-02-26,11:00:00,26.9,80.65,202.5,0.7224999999999999
2023-02-26,12:00:00,26.9,82.8,126.0,0.4014999999999999
2023-02-26,13:00:00,27.05,81.45,157.0,0.3155
2023-02-26,14:00:00,27.85,79.4,184.5,0.264
2023-02-26,15:00:00,29.05,74.85,144.0,0.4755
2023-02-26,16:00:00,29.2,73.4,218.5,0.609
2023-02-26,17:00:00,28.2,77.25,223.0,1.275
2023-02-27,06:00:00,23.35,91.25,205.0,2.265
2023-02-27,07:00:00,23.4,92.1,184.5,0.6875
2023-02-27,08:00:00,23.700000000000003,93.1,228.0,0.286
2023-02-27,09:00:00,24.25,92.45,156.5,0.417
2023-02-27,10:00:00,26.45,84.19999999999999,104.0,0.7195
2023-02-27,11:00:00,27.95,78.7,176.0,0.642
2023-02-27,12:00:00,28.6,76.15,145.5,0.782
2023-02-27,13:00:00,28.4,77.05000000000001,235.5,1.71
2023-02-27,14:00:00,28.8,76.4,191.5,1.0085
2023-02-27,15:00:00,30.0,72.0,125.5,0.618
2023-02-27,16:00:00,28.55,77.55,193.0,1.002
2023-02-27,17:00:00,26.9,81.2,216.5,2.02
2023-02-28,06:00:00,23.95,91.2,280.0,0.6299999999999999
2023-02-28,07:00:00,24.15,90.15,161.0,0.5880000000000001
2023-02-28,08:00:00,25.1,87.85,154.5,0.272
2023-02-28,09:00:00,26.5,83.25,165.0,0.368
2023-02-28,10:00:00,26.95,82.25,126.0,0.758
2023-02-28,11:00:00,26.4,84.1,152.5,0.5855
2023-02-28,12:00:00,25.9,87.8,191.0,0.4659999999999999
2023-02-28,13:00:00,28.3,80.25,141.0,0.609
2023-02-28,14:00:00,28.85,77.55000000000001,101.95,1.1
2023-02-28,15:00:00,27.25,81.8,149.5,0.6214999999999999
2023-02-28,16:00:00,26.75,85.55,167.5,0.575
2023-02-28,17:00:00,27.4,82.55,159.0,0.4475
2023-03-01,06:00:00,23.3,92.0,268.0,0.408
2023-03-01,07:00:00,23.3,92.8,205.0,0.199
2023-03-01,08:00:00,23.7,93.1,232.0,0.163
2023-03-01,09:00:00,25.1,86.6,110.0,0.53
2023-03-01,10:00:00,26.5,80.7,110.0,0.675
2023-03-01,11:00:00,28.0,75.8,112.0,0.877
2023-03-01,12:00:00,27.4,79.4,126.0,0.659
2023-03-01,13:00:00,27.9,78.9,122.0,0.95
2023-03-01,14:00:00,28.9,76.3,124.0,0.953
2023-03-01,15:00:00,29.3,75.1,121.0,1.02
2023-03-01,16:00:00,29.7,73.7,118.0,0.956
2023-03-01,17:00:00,29.6,73.4,125.0,0.438
2023-03-02,06:00:00,24.1,90.6,199.0,0.804
2023-03-02,07:00:00,24.3,89.9,191.0,0.35
2023-03-02,08:00:00,25.1,88.1,173.0,0.493
2023-03-02,09:00:00,26.8,81.4,234.0,1.52
2023-03-02,10:00:00,27.5,78.9,231.0,1.68
2023-03-02,11:00:00,28.2,75.6,223.0,1.43
2023-03-02,12:00:00,27.4,78.4,228.0,1.33
2023-03-02,13:00:00,27.3,80.6,214.0,0.84
2023-03-02,14:00:00,27.7,80.1,215.0,1.47
2023-03-02,15:00:00,28.1,77.3,236.0,1.6
2023-03-02,16:00:00,28.2,78.0,251.0,0.893
2023-03-02,17:00:00,26.4,84.1,239.0,1.64
2023-03-03,06:00:00,24.4,87.4,207.0,0.792
2023-03-03,07:00:00,24.1,90.6,234.0,0.228
2023-03-03,08:00:00,24.4,88.4,266.0,0.907
2023-03-03,09:00:00,26.4,79.4,109.0,0.545
2023-03-03,10:00:00,27.7,74.7,172.0,0.618
2023-03-03,11:00:00,28.4,74.7,182.0,1.0
2023-03-03,12:00:00,29.3,73.1,118.0,0.942
2023-03-03,13:00:00,28.4,77.3,123.0,0.708
2023-03-03,14:00:00,28.5,77.5,103.0,0.924
2023-03-03,15:00:00,29.0,75.3,152.0,0.472
2023-03-03,16:00:00,29.1,76.2,190.0,0.796
2023-03-03,17:00:00,29.0,76.4,222.0,1.58
2023-03-04,06:00:00,24.5,86.7,175.0,0.312
2023-03-04,07:00:00,24.2,88.6,229.0,0.4
2023-03-04,08:00:00,24.5,88.9,210.0,0.168
2023-03-04,09:00:00,24.7,89.3,139.0,0.778
2023-03-04,10:00:00,24.4,90.3,139.0,0.597
2023-03-04,11:00:00,24.8,88.1,141.0,0.599
2023-03-04,12:00:00,26.5,82.6,169.0,1.03
2023-03-04,13:00:00,28.4,76.5,161.0,1.22
2023-03-04,14:00:00,29.7,72.4,128.0,0.648
2023-03-04,15:00:00,29.7,72.1,117.0,0.703
2023-03-04,16:00:00,30.2,70.2,234.0,1.16
2023-03-04,17:00:00,30.5,68.5,209.0,0.921
2023-03-05,06:00:00,23.6,92.1,137.0,0.301
2023-03-05,07:00:00,23.4,93.5,228.0,0.159
2023-03-05,08:00:00,23.5,93.7,265.0,0.329
2023-03-05,09:00:00,24.2,92.1,223.0,0.21
2023-03-05,10:00:00,24.9,88.7,120.0,0.449
2023-03-05,11:00:00,26.3,82.9,148.0,0.478
2023-03-05,12:00:00,26.9,81.3,130.0,0.674
2023-03-05,13:00:00,27.6,79.6,117.0,0.72
2023-03-05,14:00:00,28.4,77.1,164.0,0.939
2023-03-05,15:00:00,29.5,74.0,180.0,1.54
2023-03-05,16:00:00,28.9,75.7,163.0,1.46
2023-03-05,17:00:00,28.4,77.2,283.0,1.46
2023-03-06,06:00:00,23.1,96.2,216.0,0.416
2023-03-06,07:00:00,23.2,96.5,216.0,0.112
2023-03-06,08:00:00,23.4,96.5,154.0,0.24
2023-03-06,09:00:00,23.7,96.4,143.0,0.263
2023-03-06,10:00:00,24.0,96.2,165.0,0.407
2023-03-06,11:00:00,25.9,89.0,190.0,0.801
2023-03-06,12:00:00,27.6,80.9,194.0,1.39
2023-03-06,13:00:00,29.1,75.9,135.0,1.98
2023-03-06,14:00:00,30.1,73.2,181.0,1.8
2023-03-06,15:00:00,29.9,74.3,133.0,1.58
2023-03-06,16:00:00,29.9,73.7,118.0,1.29
2023-03-06,17:00:00,28.5,76.5,137.0,0.791
2023-03-07,06:00:00,24.1,91.4,185.0,0.603
2023-03-07,07:00:00,24.1,91.8,268.0,0.747
2023-03-07,08:00:00,24.1,93.3,226.0,0.971
2023-03-07,09:00:00,24.6,92.2,186.0,1.48
2023-03-07,10:00:00,25.7,88.2,144.0,1.32
2023-03-07,11:00:00,26.7,84.3,138.0,0.903
2023-03-07,12:00:00,27.8,79.7,230.0,1.06
2023-03-07,13:00:00,29.1,76.2,220.0,1.04
2023-03-07,14:00:00,30.0,71.7,228.0,1.49
2023-03-07,15:00:00,27.8,79.6,180.0,2.46
2023-03-07,16:00:00,27.7,80.3,156.0,1.18
2023-03-07,17:00:00,27.1,82.1,240.0,1.49
2023-03-08,06:00:00,23.5,98.1,176.0,0.263
2023-03-08,07:00:00,23.4,98.0,201.0,0.292
2023-03-08,08:00:00,23.8,97.8,196.0,0.458
2023-03-08,09:00:00,24.7,95.6,262.0,1.08
2023-03-08,10:00:00,26.0,88.0,231.0,1.58
2023-03-08,11:00:00,27.0,83.7,230.0,1.1
2023-03-08,12:00:00,27.6,81.6,240.0,1.63
2023-03-08,13:00:00,29.2,76.2,247.0,1.97
2023-03-08,14:00:00,29.4,75.6,242.0,1.63
2023-03-08,15:00:00,28.7,79.0,239.0,1.28
2023-03-08,16:00:00,30.5,72.7,234.0,1.36
2023-03-08,17:00:00,29.8,75.1,193.0,1.28
2023-03-09,06:00:00,23.1,99.0,155.0,0.714
2023-03-09,07:00:00,23.0,99.0,184.0,0.615
2023-03-09,08:00:00,23.2,99.0,181.0,1.43
2023-03-09,09:00:00,24.1,98.5,166.0,1.58
2023-03-09,10:00:00,25.4,96.9,120.0,1.26
2023-03-09,11:00:00,26.0,95.9,126.0,0.904
2023-03-09,12:00:00,25.2,97.0,193.0,0.82
2023-03-09,13:00:00,25.9,96.7,170.0,0.697
2023-03-09,14:00:00,26.0,95.1,138.0,1.6
2023-03-09,15:00:00,23.4,98.3,201.0,2.29
2023-03-09,16:00:00,23.1,98.7,246.0,2.22
2023-03-09,17:00:00,23.2,98.6,276.0,1.58
2023-03-10,06:00:00,22.7,98.4,238.0,0.204
2023-03-10,07:00:00,22.4,98.1,247.0,0.273
2023-03-10,08:00:00,22.7,97.9,223.0,0.224
2023-03-10,09:00:00,24.1,95.5,211.0,0.266
2023-03-10,10:00:00,25.4,85.4,178.0,0.755
2023-03-10,11:00:00,26.9,80.4,189.0,0.585
2023-03-10,12:00:00,26.9,79.5,243.0,1.31
2023-03-10,13:00:00,26.9,80.9,228.0,1.32
2023-03-10,14:00:00,27.1,81.6,229.0,1.23
2023-03-10,15:00:00,27.7,78.9,221.0,1.35
2023-03-10,16:00:00,28.1,78.2,223.0,1.62
2023-03-10,17:00:00,24.6,86.7,244.0,2.93
2023-03-11,06:00:00,23.0,96.9,203.0,0.16
2023-03-11,07:00:00,23.2,97.2,220.0,0.163
2023-03-11,08:00:00,23.5,97.4,261.0,0.673
2023-03-11,09:00:00,24.2,93.5,199.0,1.21
2023-03-11,10:00:00,25.5,87.3,198.0,1.26
2023-03-11,11:00:00,28.1,78.5,181.0,1.55
2023-03-11,12:00:00,28.8,74.4,219.0,1.63
2023-03-11,13:00:00,29.9,70.0,250.0,1.74
2023-03-11,14:00:00,30.6,67.7,240.0,1.8
2023-03-11,15:00:00,29.8,72.1,227.0,1.41
2023-03-11,16:00:00,29.1,74.6,213.0,1.46
2023-03-11,17:00:00,29.3,78.1,136.0,0.624
2023-03-12,06:00:00,23.1,96.4,300.0,0.188
2023-03-12,07:00:00,23.3,95.9,285.0,0.255
2023-03-12,08:00:00,23.9,94.1,207.0,0.286
2023-03-12,09:00:00,25.7,89.3,134.0,0.285
2023-03-12,10:00:00,27.1,84.0,145.0,0.514
2023-03-12,11:00:00,27.7,80.2,210.0,0.902
2023-03-12,12:00:00,28.5,76.1,243.0,1.54
2023-03-12,13:00:00,29.5,72.3,234.0,1.7
2023-03-12,14:00:00,30.2,69.3,242.0,1.65
2023-03-12,15:00:00,30.3,70.4,229.0,1.28
2023-03-12,16:00:00,29.4,75.0,209.0,2.06
2023-03-12,17:00:00,28.3,77.5,220.0,2.43
2023-03-13,06:00:00,23.9,93.5,244.0,0.212
2023-03-13,07:00:00,24.0,93.8,262.0,0.58
2023-03-13,08:00:00,24.5,93.8,211.0,0.678
2023-03-13,09:00:00,26.2,87.1,159.0,1.18
2023-03-13,10:00:00,27.2,82.0,125.0,1.27
2023-03-13,11:00:00,28.8,76.2,133.0,1.25
2023-03-13,12:00:00,30.3,70.1,246.0,1.5
2023-03-13,13:00:00,30.6,67.8,243.0,1.44
2023-03-13,14:00:00,30.2,70.8,131.0,0.581
2023-03-13,15:00:00,30.2,72.6,121.0,0.787
2023-03-13,16:00:00,30.8,70.2,149.0,0.778
2023-03-13,17:00:00,30.8,69.5,148.0,0.274
2023-03-14,06:00:00,22.8,94.8,207.0,0.484
2023-03-14,07:00:00,22.9,94.9,231.0,0.418
2023-03-14,08:00:00,23.4,94.7,192.0,0.374
2023-03-14,09:00:00,24.0,93.3,167.0,1.36
2023-03-14,10:00:00,24.1,92.1,141.0,1.15
2023-03-14,11:00:00,25.2,88.0,204.0,1.66
2023-03-14,12:00:00,25.8,85.0,153.0,1.57
2023-03-14,13:00:00,25.8,85.0,146.0,1.6
2023-03-14,14:00:00,26.3,83.0,147.0,1.35
2023-03-14,15:00:00,27.1,80.5,98.3,0.903
2023-03-14,16:00:00,26.7,82.0,93.7,0.921
2023-03-14,17:00:00,26.3,83.5,126.0,1.01
2023-03-15,06:00:00,23.5,92.4,225.0,0.644
2023-03-15,07:00:00,23.4,93.5,164.0,0.913
2023-03-15,08:00:00,23.8,92.9,156.0,0.851
2023-03-15,09:00:00,25.1,88.1,205.0,0.444
2023-03-15,10:00:00,27.7,76.9,134.0,0.542
2023-03-15,11:00:00,29.3,71.2,168.0,0.864
2023-03-15,12:00:00,29.5,73.0,134.0,0.823
2023-03-15,13:00:00,28.3,78.8,145.0,0.811
2023-03-15,14:00:00,29.5,76.1,121.0,0.824
2023-03-15,15:00:00,30.8,70.3,145.0,1.09
2023-03-15,16:00:00,31.6,65.9,149.0,0.759
2023-03-15,17:00:00,30.8,67.3,197.0,0.805
2023-03-16,06:00:00,24.9,88.8,247.0,0.728
2023-03-16,07:00:00,24.1,90.7,248.0,0.176
